"No","year","month","day","hour","pm2.5","No","avg","std"
2951,2010,5,3,22,150,2951,140.66666666666666,1.8856180831641285
2952,2010,5,3,23,160,2952,144.66666666666666,3.771236166328257
2957,2010,5,4,4,120,2957,112.66666666666667,1.2472191289246468
2958,2010,5,4,5,129,2958,114.66666666666667,3.8586123009300737
2963,2010,5,4,10,132,2963,118.33333333333333,0.47140452079103085
2971,2010,5,4,18,172,2971,120.33333333333333,13.07244770075172
2972,2010,5,4,19,208,2972,143,21.400934559032695
2978,2010,5,5,1,182,2978,153.66666666666666,9.392668535736917
2984,2010,5,5,7,215,2984,200.66666666666666,1.8856180831641234
2986,2010,5,5,9,261,2986,209.66666666666666,8.259674462242579
2996,2010,5,5,19,14,2996,9,1.632993161855452
3006,2010,5,6,5,13,3006,10.333333333333334,0.47140452079103146
3008,2010,5,6,7,17,3008,12,0.816496580927726
3020,2010,5,6,19,25,3020,16.666666666666668,0.9428090415820629
3021,2010,5,6,20,32,3021,19.666666666666668,3.8586123009300746
3024,2010,5,6,23,41,3024,34,1.4142135623730951
3025,2010,5,7,0,48,3025,37,2.8284271247461903
3028,2010,5,7,3,57,3028,50,1.632993161855452
3029,2010,5,7,4,64,3029,53,2.943920288775949
3033,2010,5,7,8,81,3033,70.33333333333333,3.091206165165235
3036,2010,5,7,11,165,3036,84.33333333333333,2.4944382578492954
3050,2010,5,8,1,71,3050,45.333333333333336,5.2493385826745405
3055,2010,5,8,6,140,3055,68,7.788880963698615
3067,2010,5,8,18,132,3067,110.33333333333333,2.867441755680877
3068,2010,5,8,19,150,3068,118.66666666666667,9.56846672960488
3078,2010,5,9,5,294,3078,123.66666666666667,3.8586123009300737
3086,2010,5,9,13,27,3086,17.333333333333332,2.4944382578492945
3090,2010,5,9,17,56,3090,32.666666666666664,4.642796092394706
3093,2010,5,9,20,82,3093,56,2.449489742783178
3094,2010,5,9,21,108,3094,64.66666666666667,12.498888839501781
3103,2010,5,10,6,58,3103,45.333333333333336,4.10960933531265
3129,2010,5,11,8,10,3129,5,0.816496580927726
3133,2010,5,11,12,16,3133,12.333333333333334,0.4714045207910318
3141,2010,5,11,20,24,3141,19.666666666666668,0.4714045207910321
3142,2010,5,11,21,39,3142,21,2.160246899469287
3144,2010,5,11,23,54,3144,32.666666666666664,6.342099196813483
3152,2010,5,12,7,55,3152,34,2.943920288775949
3168,2010,5,12,23,54,3168,44.333333333333336,1.2472191289246464
3171,2010,5,13,2,60,3171,53.333333333333336,0.9428090415820629
3172,2010,5,13,3,69,3172,55.333333333333336,3.399346342395189
3176,2010,5,13,7,78,3176,73.33333333333333,1.247219128924646
3177,2010,5,13,8,83,3177,74.33333333333333,2.624669291337272
3196,2010,5,14,3,83,3196,62,2.160246899469287
3197,2010,5,14,4,112,3197,69.66666666666667,9.56846672960488
3200,2010,5,14,7,123,3200,106.33333333333333,5.436502143433364
3205,2010,5,14,12,147,3205,132.66666666666666,3.771236166328257
3214,2010,5,14,21,193,3214,174,5.354126134736337
3215,2010,5,14,22,209,3215,182.33333333333334,8.219218670625299
3219,2010,5,15,2,231,3219,219.66666666666666,3.2998316455372247
3244,2010,5,16,3,115,3244,103.33333333333333,3.8586123009300737
3246,2010,5,16,5,144,3246,111.33333333333333,9.741092797468307
3247,2010,5,16,6,185,3247,126.66666666666667,12.498888839501781
3265,2010,5,17,0,51,3265,47.333333333333336,0.4714045207910321
3274,2010,5,17,9,77,3274,50.666666666666664,2.054804667656326
3280,2010,5,17,15,84,3280,76.66666666666667,1.6996731711975934
3284,2010,5,17,19,90,3284,89,0
3291,2010,5,18,2,94,3291,85.33333333333333,0.9428090415820642
3292,2010,5,18,3,105,3292,88.66666666666667,3.7712361663282516
3300,2010,5,18,11,37,3300,15.333333333333334,1.699673171197595
3312,2010,5,18,23,58,3312,35,4.320493798938574
3322,2010,5,19,9,50,3322,37,4.242640687119285
3333,2010,5,19,20,28,3333,20.333333333333332,0.9428090415820636
3336,2010,5,19,23,44,3336,31,2.160246899469287
3337,2010,5,20,0,61,3337,36.333333333333336,5.436502143433363
3340,2010,5,20,3,89,3340,64,2.160246899469287
3356,2010,5,20,19,40,3356,35.666666666666664,1.2472191289246477
3358,2010,5,20,21,54,3358,40,2.449489742783178
3359,2010,5,20,22,68,3359,45.666666666666664,6.0184900284225975
3364,2010,5,21,3,106,3364,93.33333333333333,2.054804667656327
3371,2010,5,21,10,129,3371,110.33333333333333,4.496912521077348
3377,2010,5,21,16,86,3377,76.33333333333333,3.091206165165236
3382,2010,5,21,21,148,3382,80,11.51810169544733
3393,2010,5,22,8,157,3393,124.66666666666667,4.921607686744466
3406,2010,5,22,21,123,3406,116.33333333333333,1.247219128924646
3409,2010,5,23,0,149,3409,115.66666666666667,7.133644853010899
3414,2010,5,23,5,176,3414,153.33333333333334,2.3570226039551567
3429,2010,5,23,20,165,3429,68,10.98483803552272
3437,2010,5,24,4,85,3437,76.33333333333333,2.3570226039551567
3438,2010,5,24,5,98,3438,78.66666666666667,4.921607686744466
3446,2010,5,24,13,42,3446,28.333333333333332,3.091206165165234
3453,2010,5,24,20,44,3453,26.333333333333332,2.8674417556808756
3464,2010,5,25,7,24,3464,14.666666666666666,0.9428090415820632
3466,2010,5,25,9,45,3466,22.333333333333332,6.236095644623236
3481,2010,5,26,0,47,3481,37,1.632993161855452
3482,2010,5,26,1,105,3482,41,4.320493798938574
3489,2010,5,26,8,131,3489,77.33333333333333,8.956685895029599
3498,2010,5,26,17,72,3498,61,2.160246899469287
3503,2010,5,26,22,59,3503,45.333333333333336,3.771236166328253
3504,2010,5,26,23,78,3504,49,7.788880963698615
3513,2010,5,27,8,108,3513,73.66666666666667,5.312459150169744
3520,2010,5,27,15,96,3520,84,0.816496580927726
3531,2010,5,28,2,100,3531,89.5,0.5
3535,2010,5,28,6,111,3535,87.66666666666667,4.642796092394705
3536,2010,5,28,7,133,3536,96,11.51810169544733
3538,2010,5,28,9,152,3538,123.66666666666667,9.285592184789412
3547,2010,5,28,18,142,3547,108.66666666666667,1.699673171197596
3548,2010,5,28,19,180,3548,119,16.268579122549905
3556,2010,5,29,3,205,3556,176.66666666666666,3.0912061651652327
3560,2010,5,29,7,242,3560,221,6.683312551921141
3573,2010,5,29,20,34,3573,19.666666666666668,2.054804667656325
3574,2010,5,29,21,214,3574,24.333333333333332,7.1336448530109
3588,2010,5,30,11,54,3588,20,2.160246899469287
3595,2010,5,30,18,59,3595,35,4.320493798938574
3596,2010,5,30,19,97,3596,42.333333333333336,12.47219128924647
3605,2010,5,31,4,88,3605,67.66666666666667,6.599663291074442
3608,2010,5,31,7,118,3608,92.33333333333333,4.18993502999218
3618,2010,5,31,17,99,3618,44.666666666666664,4.4969125210773475
3623,2010,5,31,22,132,3623,66.66666666666667,8.730533902472532
3633,2010,6,1,8,98,3633,88.33333333333333,2.62466929133727
3638,2010,6,1,13,120,3638,107.66666666666667,1.6996731711975934
3642,2010,6,1,17,178,3642,100.5,2.5
3667,2010,6,2,18,97,3667,74,0
3671,2010,6,2,22,141,3671,125.33333333333333,4.496912521077348
3672,2010,6,2,23,159,3672,132.66666666666666,5.906681715556453
3673,2010,6,3,0,190,3673,143,12.328828005937952
3694,2010,6,3,21,90,3694,83.33333333333333,1.2472191289246488
3702,2010,6,4,5,89,3702,67.66666666666667,5.906681715556448
3788,2010,6,7,19,172,3788,110,2.160246899469287
3795,2010,6,8,2,176,3795,135.66666666666666,8.806563209081942
3839,2010,6,9,22,51,3839,37.666666666666664,4.02768199119819
3844,2010,6,10,3,63,3844,41,2.160246899469287
3854,2010,6,10,13,47,3854,36.333333333333336,2.054804667656326
3859,2010,6,10,18,46,3859,37.666666666666664,2.0548046676563256
3860,2010,6,10,19,77,3860,39.666666666666664,4.642796092394707
3866,2010,6,11,1,97,3866,82,4.320493798938574
3871,2010,6,11,6,97,3871,77,3.7416573867739413
3877,2010,6,11,12,85,3877,72.66666666666667,1.2472191289246468
3887,2010,6,11,22,94,3887,93,0
3888,2010,6,11,23,99,3888,93.33333333333333,0.47140452079103334
3890,2010,6,12,1,144,3890,98,2.943920288775949
3898,2010,6,12,9,98,3898,91.66666666666667,1.6996731711975954
3899,2010,6,12,10,104,3899,93,3.559026084010437
3900,2010,6,12,11,115,3900,97.66666666666667,5.312459150169741
3908,2010,6,12,19,119,3908,96.33333333333333,6.128258770283411
3916,2010,6,13,3,153,3916,18.333333333333332,4.109609335312651
3928,2010,6,13,15,165,3928,147,3.265986323710904
3932,2010,6,13,19,198,3932,168,7.788880963698615
3937,2010,6,14,0,57,3937,38.333333333333336,2.8674417556808756
3940,2010,6,14,3,80,3940,62.666666666666664,4.4969125210773475
3952,2010,6,14,15,77,3952,66.66666666666667,1.2472191289246468
3955,2010,6,14,18,95,3955,81.33333333333333,3.299831645537223
3957,2010,6,14,20,118,3957,93.33333333333333,6.236095644623237
3958,2010,6,14,21,142,3958,104.33333333333333,9.877021593352703
3961,2010,6,15,0,151,3961,139.33333333333334,2.054804667656326
3962,2010,6,15,1,191,3962,142.33333333333334,6.1824123303304654
3980,2010,6,15,19,118,3980,76.66666666666667,9.463379711052259
3986,2010,6,16,1,139,3986,98.33333333333333,5.734883511361753
3995,2010,6,16,10,81,3995,64,2.160246899469287
3996,2010,6,16,11,95,3996,68.66666666666667,8.730533902472528
4007,2010,6,16,22,27,4007,20.666666666666668,0.9428090415820629
4011,2010,6,17,2,45,4011,33.333333333333336,2.8674417556808747
4026,2010,6,17,17,36,4026,21,4.08248290463863
4031,2010,6,17,22,50,4031,38.666666666666664,1.2472191289246473
4040,2010,6,18,7,44,4040,40,0.816496580927726
4041,2010,6,18,8,49,4041,41.666666666666664,1.6996731711975956
4042,2010,6,18,9,61,4042,44.666666666666664,3.2998316455372225
4043,2010,6,18,10,74,4043,51.333333333333336,7.133644853010898
4044,2010,6,18,11,93,4044,61.333333333333336,10.208928554075703
4051,2010,6,18,18,95,4051,70.33333333333333,6.599663291074443
4058,2010,6,19,1,89,4058,68,2.160246899469287
4066,2010,6,19,9,106,4066,93.66666666666667,3.8586123009300737
4067,2010,6,19,10,120,4067,99,5.715476066494082
4077,2010,6,19,20,92,4077,80.33333333333333,2.054804667656327
4078,2010,6,19,21,104,4078,84.33333333333333,5.79271573232759
4081,2010,6,20,0,205,4081,112.33333333333333,5.906681715556451
4098,2010,6,20,17,49,4098,10.333333333333334,0.4714045207910318
4101,2010,6,20,20,71,4101,46.333333333333336,3.7712361663282543
4116,2010,6,21,11,86,4116,62,2.160246899469287
4124,2010,6,21,19,92,4124,70.33333333333333,5.792715732327588
4127,2010,6,21,22,107,4127,86.66666666666667,5.557777333511024
4128,2010,6,21,23,132,4128,91.66666666666667,11.585431464655176
4133,2010,6,22,4,135,4133,120,2.160246899469287
4170,2010,6,23,17,48,4170,38,2.160246899469287
4183,2010,6,24,6,100,4183,71,3.559026084010437
4198,2010,6,24,21,81,4198,60.333333333333336,2.8674417556808747
4201,2010,6,25,0,114,4201,87.33333333333333,7.58653778449403
4202,2010,6,25,1,169,4202,98.33333333333333,12.657891697365018
4203,2010,6,25,2,231,4203,127,30.40833219146796
4213,2010,6,25,12,166,4213,153,4.320493798938574
4218,2010,6,25,17,171,4218,113.66666666666667,4.784233364802443
4228,2010,6,26,3,251,4228,200.33333333333334,7.408703590297622
4255,2010,6,27,6,121,4255,90.33333333333333,7.408703590297623
4256,2010,6,27,7,153,4256,98.33333333333333,17.016332024133625
4268,2010,6,27,19,131,4268,114.66666666666667,2.62466929133727
4275,2010,6,28,2,151,4275,111.33333333333333,11.841546445554409
4288,2010,6,28,15,174,4288,156.33333333333334,5.43650214343336
4298,2010,6,29,1,228,4298,195.33333333333334,4.10960933531265
4302,2010,6,29,5,247,4302,205,7.118052168020874
4321,2010,6,30,0,188,4321,160.33333333333334,7.133644853010895
4326,2010,6,30,5,175,4326,157.33333333333334,2.494438257849292
4328,2010,6,30,7,197,4328,169,6.48074069840786
4339,2010,6,30,18,174,4339,154.33333333333334,3.6817870057290873
4341,2010,6,30,20,230,4341,170.66666666666666,12.472191289246474
4348,2010,7,1,3,241,4348,203.33333333333334,4.4969125210773475
4378,2010,7,2,9,29,4378,16,3.7416573867739413
4388,2010,7,2,19,31,4388,14,0.816496580927726
4392,2010,7,2,23,41,4392,34,0.816496580927726
4395,2010,7,3,2,54,4395,39.333333333333336,3.8586123009300746
4396,2010,7,3,3,73,4396,43.666666666666664,8.178562764256865
4397,2010,7,3,4,94,4397,56.666666666666664,12.391753530294071
4417,2010,7,4,0,79,4417,60,5.354126134736337
4419,2010,7,4,2,127,4419,77.33333333333333,14.337208778404378
4439,2010,7,4,22,77,4439,62.333333333333336,2.62466929133727
4441,2010,7,5,0,105,4441,76.66666666666667,8.576453553512403
4460,2010,7,5,19,21,4460,11.333333333333334,1.699673171197595
4462,2010,7,5,21,34,4462,16.666666666666668,5.436502143433363
4465,2010,7,6,0,62,4465,36.666666666666664,5.249338582674541
4474,2010,7,6,9,27,4474,22.333333333333332,1.2472191289246468
4479,2010,7,6,14,9,4479,3,0.816496580927726
4481,2010,7,6,16,21,4481,6.333333333333333,2.494438257849294
4485,2010,7,6,20,36,4485,21.666666666666668,3.3993463423951895
4486,2010,7,6,21,50,4486,26,7.788880963698615
4493,2010,7,7,4,45,4493,29.333333333333332,4.4969125210773475
4502,2010,7,7,13,69,4502,56.666666666666664,2.054804667656326
4503,2010,7,7,14,79,4503,61.666666666666664,5.249338582674541
4508,2010,7,7,19,76,4508,64.66666666666667,2.8674417556808742
4520,2010,7,8,7,63,4520,50,2.8284271247461903
4531,2010,7,8,18,31,4531,19.333333333333332,3.8586123009300755
4535,2010,7,8,22,70,4535,32.333333333333336,0.47140452079103085
4538,2010,7,9,1,86,4538,70.66666666666667,1.699673171197596
4543,2010,7,9,6,79,4543,68.33333333333333,0.9428090415820642
4547,2010,7,9,10,96,4547,83,2.943920288775949
4551,2010,7,9,14,112,4551,92.33333333333333,3.2998316455372234
4564,2010,7,10,3,68,4564,38,5.0990195135927845
4567,2010,7,10,6,108,4567,76.33333333333333,8.498365855987975
4573,2010,7,10,12,100,4573,82,2.160246899469287
4574,2010,7,10,13,116,4574,87.33333333333333,9.104333522498443
4586,2010,7,11,1,99,4586,73.33333333333333,2.624669291337272
4591,2010,7,11,6,130,4591,109,1.4142135623730951
4592,2010,7,11,7,165,4592,116.66666666666667,9.428090415820632
4595,2010,7,11,10,181,4595,162.66666666666666,5.557777333511019
4602,2010,7,11,17,223,4602,190.33333333333334,3.0912061651652336
4614,2010,7,12,5,49,4614,44,1.4142135623730951
4615,2010,7,12,6,87,4615,46.333333333333336,1.8856180831641258
4620,2010,7,12,11,111,4620,79.33333333333333,7.408703590297624
4623,2010,7,12,14,188,4623,105,4.546060565661952
4642,2010,7,13,9,72,4642,56.666666666666664,4.189935029992179
4643,2010,7,13,10,85,4643,63.666666666666664,6.0184900284225975
4644,2010,7,13,11,105,4644,72.66666666666667,9.809292646374772
4649,2010,7,13,16,107,4649,95.66666666666667,2.8674417556808756
4652,2010,7,13,19,121,4652,110.33333333333333,2.867441755680877
4658,2010,7,14,1,139,4658,117,4.08248290463863
4667,2010,7,14,10,134,4667,120.66666666666667,2.4944382578492945
4669,2010,7,14,12,161,4669,132.33333333333334,9.463379711052257
4676,2010,7,14,19,130,4676,108.33333333333333,6.944222218666555
4690,2010,7,15,9,208,4690,168.33333333333334,4.9888765156985855
4700,2010,7,15,19,262,4700,204.66666666666666,15.7550697307953
4709,2010,7,16,4,225,4709,193.33333333333334,6.018490028422594
4713,2010,7,16,8,259,4713,223.66666666666666,10.370899457402698
4714,2010,7,16,9,310,4714,233,20.46134567096374
4734,2010,7,17,5,68,4734,51.666666666666664,3.39934634239519
4737,2010,7,17,8,100,4737,67,5.354126134736337
4738,2010,7,17,9,196,4738,77.66666666666667,16.659998666133063
4748,2010,7,17,19,130,4748,93,3.559026084010437
4753,2010,7,18,0,219,4753,154.66666666666666,15.10702559149955
4763,2010,7,18,10,167,4763,101.33333333333333,16.49915822768611
4777,2010,7,19,0,147,4777,141.66666666666666,0.47140452079102835
4778,2010,7,19,1,161,4778,143.33333333333334,2.624669291337267
4779,2010,7,19,2,188,4779,149.66666666666666,8.37987005998436
4780,2010,7,19,3,227,4780,165.33333333333334,17.01633202413362
4788,2010,7,19,11,263,4788,239.66666666666666,5.792715732327592
4816,2010,7,20,15,47,4816,31.666666666666668,3.2998316455372216
4826,2010,7,21,1,77,4826,43.333333333333336,6.649979114420001
4828,2010,7,21,3,109,4828,66.33333333333333,13.695092389449425
4845,2010,7,21,20,70,4845,55.333333333333336,4.78423336480244
4847,2010,7,21,22,79,4847,67.33333333333333,3.7712361663282543
4851,2010,7,22,2,91,4851,68,3.7416573867739413
4852,2010,7,22,3,121,4852,77,10.198039027185569
4854,2010,7,22,5,202,4854,119.66666666666667,22.88133640230735
4868,2010,7,22,19,153,4868,135.33333333333334,3.858612300930073
4869,2010,7,22,20,194,4869,143,7.118052168020874
4873,2010,7,23,0,189,4873,171.66666666666666,3.0912061651652327
4874,2010,7,23,1,207,4874,176,9.201449161228174
4877,2010,7,23,4,247,4877,193.66666666666666,15.45603082582617
4900,2010,7,24,3,101,4900,84.33333333333333,0.47140452079103334
4906,2010,7,24,9,125,4906,116,1.632993161855452
4917,2010,7,24,20,81,4917,65,4.546060565661952
4918,2010,7,24,21,96,4918,72,6.97614984548545
4920,2010,7,24,23,145,4920,96,12.24744871391589
4928,2010,7,25,7,204,4928,201,0
4929,2010,7,25,8,228,4929,202,1.4142135623730951
4942,2010,7,25,21,138,4942,128,2.449489742783178
4943,2010,7,25,22,150,4943,131.33333333333334,5.312459150169739
4945,2010,7,26,0,161,4945,144.66666666666666,4.988876515698589
4948,2010,7,26,3,186,4948,164.33333333333334,6.1824123303304654
4954,2010,7,26,9,244,4954,222.33333333333334,5.249338582674539
4959,2010,7,26,14,262,4959,242.66666666666666,6.3420991968134794
4972,2010,7,27,3,220,4972,189,7.874007874011811
4976,2010,7,27,7,243,4976,219,7.788880963698615
4998,2010,7,28,5,185,4998,152.66666666666666,4.189935029992179
5008,2010,7,28,15,198,5008,174.33333333333334,6.798692684790383
5013,2010,7,28,20,194,5013,185.33333333333334,2.6246692913372716
5026,2010,7,29,9,169,5026,153.33333333333334,3.0912061651652327
5028,2010,7,29,11,192,5028,165.33333333333334,6.649979114419999
5029,2010,7,29,12,215,5029,177.33333333333334,10.40299102288482
5034,2010,7,29,17,244,5034,195,13.140268896284683
5035,2010,7,29,18,278,5035,217,19.8158185969358
5052,2010,7,30,11,229,5052,208.33333333333334,4.784233364802444
5065,2010,7,31,0,185,5065,163.33333333333334,6.236095644623239
5069,2010,7,31,4,208,5069,199.66666666666666,1.8856180831641285
5070,2010,7,31,5,242,5070,202,4.546060565661952
5074,2010,7,31,9,281,5074,247,10.23067283548187
5087,2010,7,31,22,30,5087,13,0
5110,2010,8,1,21,37,5110,25.333333333333332,2.054804667656325
5111,2010,8,1,22,66,5111,29.333333333333332,5.79271573232759
5114,2010,8,2,1,105,5114,73.66666666666667,8.178562764256863
5119,2010,8,2,6,91,5119,47.666666666666664,11.61416759345623
5122,2010,8,2,9,114,5122,93.66666666666667,4.496912521077346
5136,2010,8,2,23,64,5136,50,1.632993161855452
5137,2010,8,3,0,74,5137,55.333333333333336,6.182412330330468
5139,2010,8,3,2,83,5139,69.66666666666667,4.189935029992178
5140,2010,8,3,3,94,5140,76,5.0990195135927845
5143,2010,8,3,6,154,5143,91.66666666666667,4.78423336480244
5155,2010,8,3,18,195,5155,166.66666666666666,5.4365021434333665
5159,2010,8,3,22,199,5159,173.66666666666666,2.054804667656326
5162,2010,8,4,1,202,5162,198.33333333333334,0.47140452079103334
5171,2010,8,4,10,205,5171,161.33333333333334,6.3420991968134794
5198,2010,8,5,13,30,5198,17,4.320493798938574
5202,2010,8,5,17,24,5202,13.333333333333334,2.054804667656325
5212,2010,8,6,3,15,5212,11,0.816496580927726
5216,2010,8,6,7,25,5216,14.333333333333334,1.2472191289246473
5223,2010,8,6,14,18,5223,11,0.816496580927726
5229,2010,8,6,20,27,5229,19,0.816496580927726
5230,2010,8,6,21,46,5230,21.333333333333332,4.027681991198191
5233,2010,8,7,0,62,5233,44,4.320493798938574
5239,2010,8,7,6,92,5239,80,3.7416573867739413
5240,2010,8,7,7,105,5240,82.33333333333333,6.944222218666555
5247,2010,8,7,14,119,5247,106.33333333333333,0.47140452079103334
5257,2010,8,8,0,45,5257,38.333333333333336,0.4714045207910321
5261,2010,8,8,4,55,5261,42.666666666666664,1.8856180831641272
5271,2010,8,8,14,98,5271,74,6.164414002968976
5272,2010,8,8,15,114,5272,84.66666666666667,9.741092797468303
